Радиация,Температура,Время,Выживаемость,thermal_rank,thermal_label,CEM43,generation_block
0.0,44.0,30.0,0.015890790188386066,2,44C_30min,60.0,64
8.0,42.0,45.0,0.0006047892999515612,0,42C_45min,11.25,38
2.0,44.0,30.0,0.007608992083860056,2,44C_30min,60.0,53
0.0,42.0,45.0,0.53,0,42C_45min,11.25,6
4.0,43.0,45.0,0.09058445343235268,1,43C_45min,45.0,16
8.0,43.0,45.0,4.025817660707786e-05,1,43C_45min,45.0,46
8.0,44.0,30.0,3.736689976738363e-08,2,44C_30min,60.0,10
2.0,43.0,45.0,0.06818592145189219,1,43C_45min,45.0,35
6.0,43.0,45.0,0.0141262336834718,1,43C_45min,45.0,2
2.0,44.0,30.0,0.008752666743699936,2,44C_30min,60.0,36
6.0,43.0,45.0,0.012515484427723907,1,43C_45min,45.0,11
8.0,44.0,30.0,0.0,2,44C_30min,60.0,43
6.0,43.0,45.0,0.01507396791165616,1,43C_45min,45.0,59
4.0,43.0,45.0,0.056960118633909006,1,43C_45min,45.0,57
8.0,42.0,45.0,0.0008435147354604512,0,42C_45min,11.25,56
2.0,43.0,45.0,0.03960313975488389,1,43C_45min,45.0,63
2.0,42.0,45.0,0.2529868344424138,0,42C_45min,11.25,49
6.0,43.0,45.0,0.011135338254106768,1,43C_45min,45.0,6
8.0,43.0,45.0,4.777035602778865e-05,1,43C_45min,45.0,37
2.0,44.0,30.0,0.009594879103518686,2,44C_30min,60.0,16
8.0,42.0,45.0,0.0007567584311175159,0,42C_45min,11.25,49
6.0,42.0,45.0,0.02447168759917643,0,42C_45min,11.25,38
2.0,44.0,30.0,0.006418124154903698,2,44C_30min,60.0,46
0.0,42.0,45.0,0.53,0,42C_45min,11.25,31
2.0,42.0,45.0,0.23561969034580735,0,42C_45min,11.25,37
4.0,44.0,30.0,0.0072711493015948465,2,44C_30min,60.0,59
0.0,43.0,45.0,0.12031691935801259,1,43C_45min,45.0,14
4.0,43.0,45.0,0.05955955338171935,1,43C_45min,45.0,26
2.0,43.0,45.0,0.05521944610805341,1,43C_45min,45.0,53
8.0,42.0,45.0,0.0008232111503671058,0,42C_45min,11.25,26
4.0,42.0,45.0,0.27026691876818953,0,42C_45min,11.25,51
8.0,43.0,45.0,4.1274146297157655e-05,1,43C_45min,45.0,56
8.0,42.0,45.0,0.0006888646184413602,0,42C_45min,11.25,14
2.0,43.0,45.0,0.0382860722020626,1,43C_45min,45.0,0
4.0,44.0,30.0,0.012418592612086044,2,44C_30min,60.0,51
0.0,44.0,30.0,0.013149293699970706,2,44C_30min,60.0,43
2.0,43.0,45.0,0.053998958307588475,1,43C_45min,45.0,62
0.0,44.0,30.0,0.022409494672137157,2,44C_30min,60.0,41
4.0,44.0,30.0,0.005933920235214315,2,44C_30min,60.0,49
6.0,44.0,30.0,0.00035342252026769236,2,44C_30min,60.0,36
6.0,43.0,45.0,0.013268011509290113,1,43C_45min,45.0,48
8.0,43.0,45.0,3.592187233596245e-05,1,43C_45min,45.0,45
8.0,43.0,45.0,5.0386192999032156e-05,1,43C_45min,45.0,6
8.0,44.0,30.0,0.0,2,44C_30min,60.0,53
8.0,42.0,45.0,0.0007635813966466081,0,42C_45min,11.25,48
4.0,44.0,30.0,0.006409467953447273,2,44C_30min,60.0,38
4.0,42.0,45.0,0.1484623656628499,0,42C_45min,11.25,27
8.0,42.0,45.0,0.0007399027062748272,0,42C_45min,11.25,33
4.0,43.0,45.0,0.041435592025804185,1,43C_45min,45.0,3
4.0,43.0,45.0,0.049137732569789296,1,43C_45min,45.0,2
2.0,43.0,45.0,0.051002585942779996,1,43C_45min,45.0,52
2.0,43.0,45.0,0.05998217200307215,1,43C_45min,45.0,56
6.0,43.0,45.0,0.011941457101229295,1,43C_45min,45.0,13
2.0,43.0,45.0,0.088293757979576,1,43C_45min,45.0,9
0.0,44.0,30.0,0.01819537895639161,2,44C_30min,60.0,2
0.0,42.0,45.0,0.53,0,42C_45min,11.25,59
6.0,43.0,45.0,0.0105020725326681,1,43C_45min,45.0,15
8.0,44.0,30.0,0.0,2,44C_30min,60.0,32
8.0,42.0,45.0,0.0007321857661105348,0,42C_45min,11.25,51
4.0,44.0,30.0,0.006928535379316253,2,44C_30min,60.0,25
4.0,44.0,30.0,0.004971732929802882,2,44C_30min,60.0,19
2.0,42.0,45.0,0.244113263116054,0,42C_45min,11.25,28
2.0,43.0,45.0,0.06083724099005676,1,43C_45min,45.0,45
4.0,42.0,45.0,0.3063636125706848,0,42C_45min,11.25,26
8.0,42.0,45.0,0.0008214078045556893,0,42C_45min,11.25,39
4.0,44.0,30.0,0.006549805734229981,2,44C_30min,60.0,33
4.0,44.0,30.0,0.008916792775775884,2,44C_30min,60.0,9
4.0,43.0,45.0,0.05420174877116602,1,43C_45min,45.0,4
6.0,44.0,30.0,0.00040675517379009437,2,44C_30min,60.0,31
4.0,43.0,45.0,0.062478025027054074,1,43C_45min,45.0,43
8.0,43.0,45.0,3.8416481257437065e-05,1,43C_45min,45.0,8
4.0,42.0,45.0,0.1782298083774157,0,42C_45min,11.25,65
0.0,42.0,45.0,0.53,0,42C_45min,11.25,35
2.0,42.0,45.0,0.3668301243816844,0,42C_45min,11.25,56
4.0,43.0,45.0,0.047033946495570834,1,43C_45min,45.0,64
6.0,42.0,45.0,0.02175466922043689,0,42C_45min,11.25,4
4.0,43.0,45.0,0.049664078066455224,1,43C_45min,45.0,54
2.0,43.0,45.0,0.061579860015236076,1,43C_45min,45.0,1
6.0,44.0,30.0,0.0002477196904982591,2,44C_30min,60.0,10
0.0,42.0,45.0,0.53,0,42C_45min,11.25,3
0.0,44.0,30.0,0.019105503409287242,2,44C_30min,60.0,33
6.0,42.0,45.0,0.016130447827828562,0,42C_45min,11.25,25
8.0,42.0,45.0,0.0005900069526836362,0,42C_45min,11.25,12
2.0,42.0,45.0,0.27026691876818953,0,42C_45min,11.25,51
6.0,44.0,30.0,0.0003239652417026953,2,44C_30min,60.0,14
0.0,43.0,45.0,0.2285491999385775,1,43C_45min,45.0,53
8.0,42.0,45.0,0.0009920429348286755,0,42C_45min,11.25,3
8.0,43.0,45.0,2.9318519090426004e-05,1,43C_45min,45.0,58
8.0,42.0,45.0,0.0006692226449332108,0,42C_45min,11.25,22
2.0,42.0,45.0,0.370979892873169,0,42C_45min,11.25,50
2.0,43.0,45.0,0.05125617563223035,1,43C_45min,45.0,48
6.0,42.0,45.0,0.0178661646433279,0,42C_45min,11.25,48
0.0,42.0,45.0,0.53,0,42C_45min,11.25,20
0.0,43.0,45.0,0.13496626680786256,1,43C_45min,45.0,47
0.0,43.0,45.0,0.1957343957099232,1,43C_45min,45.0,17
6.0,44.0,30.0,0.00030783763356795346,2,44C_30min,60.0,48
0.0,43.0,45.0,0.1600706600346169,1,43C_45min,45.0,31
6.0,43.0,45.0,0.012896395705877365,1,43C_45min,45.0,30
6.0,44.0,30.0,0.0002474407685069555,2,44C_30min,60.0,66
6.0,43.0,45.0,0.010894468625107687,1,43C_45min,45.0,54
8.0,42.0,45.0,0.0005861402030490654,0,42C_45min,11.25,57
2.0,43.0,45.0,0.06834884102363652,1,43C_45min,45.0,18
6.0,44.0,30.0,0.00023974078033819305,2,44C_30min,60.0,13
0.0,43.0,45.0,0.22453511330641573,1,43C_45min,45.0,11
2.0,44.0,30.0,0.007229314411477592,2,44C_30min,60.0,37
8.0,44.0,30.0,0.0,2,44C_30min,60.0,48
0.0,43.0,45.0,0.16803114801459038,1,43C_45min,45.0,27
0.0,44.0,30.0,0.024460324865385092,2,44C_30min,60.0,47
0.0,43.0,45.0,0.25791790720551433,1,43C_45min,45.0,32
0.0,43.0,45.0,0.1750672992168502,1,43C_45min,45.0,55
6.0,44.0,30.0,0.0002236574018039782,2,44C_30min,60.0,51
2.0,44.0,30.0,0.007484071396588671,2,44C_30min,60.0,7
0.0,42.0,45.0,0.47036051282390035,0,42C_45min,11.25,38
2.0,43.0,45.0,0.05955955338171935,1,43C_45min,45.0,26
0.0,43.0,45.0,0.13022549339919676,1,43C_45min,45.0,0
8.0,42.0,45.0,0.0007514316818149067,0,42C_45min,11.25,62
8.0,42.0,45.0,0.0007189459403563628,0,42C_45min,11.25,65
6.0,44.0,30.0,0.00028979002142948156,2,44C_30min,60.0,37
6.0,43.0,45.0,0.01337869515678519,1,43C_45min,45.0,5
0.0,42.0,45.0,0.53,0,42C_45min,11.25,14
6.0,42.0,45.0,0.02600870169702027,0,42C_45min,11.25,2
0.0,42.0,45.0,0.53,0,42C_45min,11.25,52
2.0,42.0,45.0,0.28507151668575975,0,42C_45min,11.25,34
8.0,42.0,45.0,0.0006326430422848612,0,42C_45min,11.25,28
6.0,42.0,45.0,0.022531758530825372,0,42C_45min,11.25,30
6.0,44.0,30.0,0.00043774539095000687,2,44C_30min,60.0,24
4.0,42.0,45.0,0.21515140210167696,0,42C_45min,11.25,6
8.0,44.0,30.0,2.8605293178478486e-07,2,44C_30min,60.0,22
0.0,44.0,30.0,0.02012516373469563,2,44C_30min,60.0,60
8.0,44.0,30.0,0.0,2,44C_30min,60.0,37
2.0,44.0,30.0,0.009554586336563621,2,44C_30min,60.0,23
0.0,43.0,45.0,0.1697959526095793,1,43C_45min,45.0,52
4.0,42.0,45.0,0.1880610525441518,0,42C_45min,11.25,16
2.0,42.0,45.0,0.27711362850034443,0,42C_45min,11.25,1
2.0,44.0,30.0,0.01002951617268198,2,44C_30min,60.0,21
2.0,44.0,30.0,0.007708050724901199,2,44C_30min,60.0,40
0.0,44.0,30.0,0.018399980974179986,2,44C_30min,60.0,26
4.0,44.0,30.0,0.010090355200628164,2,44C_30min,60.0,18
4.0,42.0,45.0,0.2740315142651249,0,42C_45min,11.25,11
2.0,44.0,30.0,0.007740457237847276,2,44C_30min,60.0,56
4.0,43.0,45.0,0.05245261813057355,1,43C_45min,45.0,66
4.0,42.0,45.0,0.2617955799494338,0,42C_45min,11.25,43
8.0,43.0,45.0,2.2353180798659133e-05,1,43C_45min,45.0,54
6.0,42.0,45.0,0.02609155495310193,0,42C_45min,11.25,32
6.0,43.0,45.0,0.013796668803185013,1,43C_45min,45.0,65
8.0,44.0,30.0,0.0,2,44C_30min,60.0,33
6.0,44.0,30.0,0.0002767063790054725,2,44C_30min,60.0,55
4.0,44.0,30.0,0.009594879103518686,2,44C_30min,60.0,16
0.0,43.0,45.0,0.17034808631461634,1,43C_45min,45.0,38
6.0,43.0,45.0,0.012656927388594799,1,43C_45min,45.0,58
8.0,42.0,45.0,0.000547561256448461,0,42C_45min,11.25,37
0.0,43.0,45.0,0.16218227248828604,1,43C_45min,45.0,46
8.0,44.0,30.0,0.0,2,44C_30min,60.0,12
4.0,43.0,45.0,0.051002585942779996,1,43C_45min,45.0,52
8.0,44.0,30.0,9.954881937137166e-08,2,44C_30min,60.0,46
0.0,42.0,45.0,0.53,0,42C_45min,11.25,32
6.0,44.0,30.0,0.0003771233552281253,2,44C_30min,60.0,45
2.0,44.0,30.0,0.009634577763230335,2,44C_30min,60.0,34
2.0,42.0,45.0,0.26935313264145716,0,42C_45min,11.25,4
8.0,44.0,30.0,6.417751655643365e-07,2,44C_30min,60.0,31
6.0,43.0,45.0,0.014114725898418064,1,43C_45min,45.0,37
4.0,42.0,45.0,0.16909546739577713,0,42C_45min,11.25,57
0.0,44.0,30.0,0.01583501672069663,2,44C_30min,60.0,50
0.0,44.0,30.0,0.018892628503495882,2,44C_30min,60.0,17
6.0,44.0,30.0,0.0003510581468476729,2,44C_30min,60.0,1
2.0,42.0,45.0,0.2894940599813708,0,42C_45min,11.25,21
8.0,44.0,30.0,0.0,2,44C_30min,60.0,30
0.0,42.0,45.0,0.53,0,42C_45min,11.25,11
6.0,44.0,30.0,0.00018666659657011798,2,44C_30min,60.0,18
0.0,42.0,45.0,0.53,0,42C_45min,11.25,64
0.0,43.0,45.0,0.20734547408337717,1,43C_45min,45.0,13
0.0,42.0,45.0,0.38602836615063085,0,42C_45min,11.25,26
0.0,42.0,45.0,0.53,0,42C_45min,11.25,54
8.0,43.0,45.0,4.011951876452536e-05,1,43C_45min,45.0,27
0.0,43.0,45.0,0.10464646422111423,1,43C_45min,45.0,33
2.0,42.0,45.0,0.24249414767588837,0,42C_45min,11.25,23
6.0,42.0,45.0,0.022713726855304317,0,42C_45min,11.25,51
8.0,43.0,45.0,4.631771395516732e-05,1,43C_45min,45.0,20
4.0,42.0,45.0,0.19842160726943828,0,42C_45min,11.25,44
0.0,42.0,45.0,0.53,0,42C_45min,11.25,9
4.0,44.0,30.0,0.0059642392655068314,2,44C_30min,60.0,44
4.0,42.0,45.0,0.26435382920303246,0,42C_45min,11.25,58
8.0,44.0,30.0,0.0,2,44C_30min,60.0,6
0.0,44.0,30.0,0.01205023139171239,2,44C_30min,60.0,25
0.0,44.0,30.0,0.018648118256459643,2,44C_30min,60.0,6
8.0,43.0,45.0,2.2636684764043257e-05,1,43C_45min,45.0,30
2.0,44.0,30.0,0.00804639346154911,2,44C_30min,60.0,22
6.0,42.0,45.0,0.019546028901157874,0,42C_45min,11.25,14
4.0,42.0,45.0,0.27708894363480024,0,42C_45min,11.25,31
4.0,42.0,45.0,0.3809632501952107,0,42C_45min,11.25,8
2.0,43.0,45.0,0.06641831035885147,1,43C_45min,45.0,41
6.0,43.0,45.0,0.011196999225311697,1,43C_45min,45.0,1
0.0,42.0,45.0,0.5291098282354321,0,42C_45min,11.25,47
0.0,43.0,45.0,0.15424969222741974,1,43C_45min,45.0,5
4.0,42.0,45.0,0.3014830824159807,0,42C_45min,11.25,7
2.0,44.0,30.0,0.010090355200628164,2,44C_30min,60.0,18
6.0,43.0,45.0,0.014391756472075199,1,43C_45min,45.0,57
2.0,44.0,30.0,0.009487884524488373,2,44C_30min,60.0,29
0.0,44.0,30.0,0.01908742655160478,2,44C_30min,60.0,7
